id,name,url,category,collection,collection_id,description,price,currency,published_at,tags,image_url,likes_count,is_free,status
179558,Space Dwarf Train Cars,https://www.myminifactory.com/object/3d-print-space-dwarf-train-cars-179558,Sci-Fi,Cyberpunk Squat Dwarves (Grimdark),1326447,https://www.patreon.com/Kyoushuneko_Miniatures,7.99,USD,2021-08-02T10:24:18+00:00,"space, warhammer, scifi, dwarf, squats",https://dl2.myminifactory.com/object-assets/61067ccfd96dc/images/720X720-2.JPG,14,False,approved
179553,Scifi 15mm - 6mm Bunker Structures,https://www.myminifactory.com/object/3d-print-scifi-15mm-6mm-bunker-structures-179553,Sci-Fi,Cyberpunk Squat Dwarves (Grimdark),1326447,https://www.patreon.com/Kyoushuneko_Miniatures,3.99,USD,2021-08-02T10:24:21+00:00,"model, scale, warhammer, scifi, 6mm",https://dl2.myminifactory.com/object-assets/61066ba1000ed/images/720X720-3.jpg,36,False,approved
179543,Lightning Oni,https://www.myminifactory.com/object/3d-print-lightning-oni-179543,Fantasy,Japanese Samurai Army (9th Age / WP),1092303,https://www.patreon.com/Kyoushuneko_Miniatures,5.99,USD,2021-08-02T10:14:31+00:00,"japan, mythology, warhammer, samurai, oni, yokai, feudal",https://dl2.myminifactory.com/object-assets/61066a13b59d8/images/720X720-1.jpg,264,False,approved
179540,Japanese Samurai Daimyo Rider,https://www.myminifactory.com/object/3d-print-japanese-samurai-daimyo-rider-179540,Fantasy,Japanese Samurai Army (9th Age / WP),1092303,https://www.patreon.com/Kyoushuneko_Miniatures,5.99,USD,2021-08-02T10:24:30+00:00,"japan, japanese, warhammer, samurai, feudal, Daimyo",https://dl2.myminifactory.com/object-assets/610666b31e16d/images/720X720-2.jpg,97,False,approved
179536,Japanese Samurai Mounted Command Group,https://www.myminifactory.com/object/3d-print-japanese-samurai-mounted-command-group-179536,Fantasy,Japanese Samurai Army (9th Age / WP),1092303,https://www.patreon.com/Kyoushuneko_Miniatures,9.99,USD,2021-08-02T10:24:33+00:00,"japan, warhammer, samurai, group, command, feudal",https://dl2.myminifactory.com/object-assets/61066383b8739/images/720X720-3.jpg,108,False,approved
179530,Japanese Samurai Bow Riders,https://www.myminifactory.com/object/3d-print-japanese-samurai-bow-riders-179530,Fantasy,Japanese Samurai Army (9th Age / WP),1092303,https://www.patreon.com/Kyoushuneko_Miniatures,13.99,USD,2021-08-02T10:26:28+00:00,"historical, japan, japanese, warhammer, Nippon, Fedual",https://dl2.myminifactory.com/object-assets/61065f5bb7299/images/720X720-6.jpg,102,False,approved
179524,Japanese Samurai Polearm Riders,https://www.myminifactory.com/object/3d-print-japanese-samurai-polearm-riders-179524,Fantasy,Japanese Samurai Army (9th Age / WP),1092303,https://www.patreon.com/Kyoushuneko_Miniatures,13.99,USD,2021-08-02T10:26:32+00:00,"japan, japanese, samurai, feudal, Nippon",https://dl2.myminifactory.com/object-assets/61065b1729ae9/images/720X720-5.jpg,151,False,approved
179519,Japanese Samurai Sword Riders,https://www.myminifactory.com/object/3d-print-japanese-samurai-sword-riders-179519,Fantasy,Japanese Samurai Army (9th Age / WP),1092303,https://www.patreon.com/Kyoushuneko_Miniatures,13.99,USD,2021-08-02T10:26:36+00:00,"historical, japan, japanese, feudal, Nippon",https://dl2.myminifactory.com/object-assets/6106568781a7b/images/720X720-4.jpg,115,False,approved
176134,Dwarf Mech E,https://www.myminifactory.com/object/3d-print-dwarf-mech-e-176134,Sci-Fi,Cyberpunk Squat Dwarves (Grimdark),1326447,https://www.patreon.com/Kyoushuneko_Miniatures,2.99,USD,2021-07-02T09:02:12+00:00,"40k, scifi, mech, dwarf, squat",https://dl2.myminifactory.com/object-assets/60ddf445e50b7/images/720X720-10.jpg,29,False,approved
176133,Dwarf Mech D,https://www.myminifactory.com/object/3d-print-dwarf-mech-d-176133,Sci-Fi,Cyberpunk Squat Dwarves (Grimdark),1326447,https://www.patreon.com/Kyoushuneko_Miniatures,2.99,USD,2021-07-02T09:02:13+00:00,"mech, dwarf, squat",https://dl2.myminifactory.com/object-assets/60ddf042be33a/images/720X720-9.jpg,20,False,approved
176131,Dwarf Mech C,https://www.myminifactory.com/object/3d-print-dwarf-mech-c-176131,Sci-Fi,Cyberpunk Squat Dwarves (Grimdark),1326447,https://www.patreon.com/Kyoushuneko_Miniatures,2.99,USD,2021-07-01T16:36:17+00:00,"mech, dwarf, squat",https://dl2.myminifactory.com/object-assets/60ddec3696720/images/720X720-8.jpg,22,False,approved
176129,Dwarf Mech B,https://www.myminifactory.com/object/3d-print-dwarf-mech-b-176129,Sci-Fi,Cyberpunk Squat Dwarves (Grimdark),1326447,https://www.patreon.com/Kyoushuneko_Miniatures,2.99,USD,2021-07-01T16:36:18+00:00,"scifi, mech, dwarf, squat",https://dl2.myminifactory.com/object-assets/60ddeb28e1483/images/720X720-7.jpg,17,False,approved
176125,Dwarf Mech A,https://www.myminifactory.com/object/3d-print-dwarf-mech-a-176125,Sci-Fi,Cyberpunk Squat Dwarves (Grimdark),1326447,https://www.patreon.com/Kyoushuneko_Miniatures,2.99,USD,2021-07-01T16:36:19+00:00,"robot, scifi, mech, dwarf, squat",https://dl2.myminifactory.com/object-assets/60dde9e2ea6de/images/720X720-6.jpg,47,False,approved
176120,Hearth Guardian E,https://www.myminifactory.com/object/3d-print-hearth-guardian-e-176120,Sci-Fi,Cyberpunk Squat Dwarves (Grimdark),1326447,https://www.patreon.com/Kyoushuneko_Miniatures,2.99,USD,2021-07-01T16:11:10+00:00,"40k, scifi, dwarf, squat, hearth",https://dl2.myminifactory.com/object-assets/60dde790aff19/images/720X720-hearth-guardian-e.jpg,26,False,approved
176118,Hearth Guardian C,https://www.myminifactory.com/object/3d-print-hearth-guardian-c-176118,Sci-Fi,Cyberpunk Squat Dwarves (Grimdark),1326447,https://www.patreon.com/Kyoushuneko_Miniatures,2.99,USD,2021-07-01T16:11:12+00:00,"40k, scifi, dwarf, squat",https://dl2.myminifactory.com/object-assets/60dde586895fa/images/720X720-hearth-guardian-c.jpg,17,False,approved
176114,Hearth Guardian B,https://www.myminifactory.com/object/3d-print-hearth-guardian-b-176114,Sci-Fi,Cyberpunk Squat Dwarves (Grimdark),1326447,https://www.patreon.com/Kyoushuneko_Miniatures,2.99,USD,2021-07-01T16:11:14+00:00,"40k, scifi, dwarf, squat",https://dl2.myminifactory.com/object-assets/60dde46d2af6a/images/720X720-hearth-guardian-b.jpg,19,False,approved
176111,Hearth Guardian D,https://www.myminifactory.com/object/3d-print-hearth-guardian-d-176111,Sci-Fi,Cyberpunk Squat Dwarves (Grimdark),1326447,https://www.patreon.com/Kyoushuneko_Miniatures,2.99,USD,2021-07-01T16:11:15+00:00,"40k, scifi, dwarf, squat",https://dl2.myminifactory.com/object-assets/60dde38910438/images/720X720-hearth-guardian-d.jpg,21,False,approved
176108,Hearth Guardian A,https://www.myminifactory.com/object/3d-print-hearth-guardian-a-176108,Sci-Fi,Cyberpunk Squat Dwarves (Grimdark),1326447,https://www.patreon.com/Kyoushuneko_Miniatures,2.99,USD,2021-07-01T16:11:16+00:00,"40k, scifi, dwarf, squat",https://dl2.myminifactory.com/object-assets/60ddde65f0d1f/images/720X720-hearth-guardian-a.jpg,21,False,approved
176104,Dwarf Steam Tank,https://www.myminifactory.com/object/3d-print-dwarf-steam-tank-176104,Fantasy,Dwarf Army (9th Age / WP),1092323,https://www.patreon.com/Kyoushuneko_Miniatures,7.99,USD,2021-07-01T16:11:18+00:00,"dragons, dungeons, tank, miniature, dwarf, steam, DnD",https://dl2.myminifactory.com/object-assets/60dddbe18f7d9/images/720X720-4.jpg,129,False,approved
176103,Dwarf Airship Crew,https://www.myminifactory.com/object/3d-print-dwarf-airship-crew-176103,Fantasy,Dwarf Army (9th Age / WP),1092323,https://www.patreon.com/Kyoushuneko_Miniatures,9.99,USD,2021-07-01T16:11:19+00:00,"dragon, dungeons, fantasy, wargaming, dwarf, DnD, airship, crew",https://dl2.myminifactory.com/object-assets/60ddda182e25a/images/720X720-6.jpg,92,False,approved
176101,Dwarf Airship (Crew not Included),https://www.myminifactory.com/object/3d-print-dwarf-airship-crew-not-included-176101,Fantasy,Dwarf Army (9th Age / WP),1092323,https://www.patreon.com/Kyoushuneko_Miniatures,9.99,USD,2021-07-01T16:11:21+00:00,"dragon, dungeons, miniatures, wargaming, miniature, dwarf, tabletop, DnD, airship, Sigmar",https://dl2.myminifactory.com/object-assets/60ddab353cfb8/images/720X720-2.jpg,234,False,approved
171986,Space Dwarf Tricycle with Ancestor Dwarf,https://www.myminifactory.com/object/3d-print-space-dwarf-tricycle-with-ancestor-dwarf-171986,Sci-Fi,Cyberpunk Squat Dwarves (Grimdark),1326447,https://www.patreon.com/Kyoushuneko_Miniatures,5.99,USD,2021-06-01T08:51:31+00:00,"40k, bike, space, dwarf, trike, squat, ancestor",https://dl2.myminifactory.com/object-assets/60b44bbaa2ab7/images/720X720-2.jpg,60,False,approved
171985,Space Dwarf EXO Units,https://www.myminifactory.com/object/3d-print-space-dwarf-exo-units-171985,Sci-Fi,Cyberpunk Squat Dwarves (Grimdark),1326447,https://www.patreon.com/Kyoushuneko_Miniatures,7.99,USD,2021-06-01T08:51:32+00:00,"40k, space, scifi, dwarf, exo",https://dl2.myminifactory.com/object-assets/60b44614a3338/images/720X720-4.JPG,41,False,approved
171981,Space Dwarf Bike Riders,https://www.myminifactory.com/object/3d-print-space-dwarf-bike-riders-171981,Sci-Fi,Cyberpunk Squat Dwarves (Grimdark),1326447,https://www.patreon.com/Kyoushuneko_Miniatures,9.99,USD,2021-06-01T08:51:34+00:00,"40k, bike, space, motorcycle, dwarf, harley, rider, Bigbike",https://dl2.myminifactory.com/object-assets/60b43e75b20f6/images/720X720-5.jpg,63,False,approved
171980,Space Dwarf Ancestor,https://www.myminifactory.com/object/3d-print-space-dwarf-ancestor-171980,Sci-Fi,Cyberpunk Squat Dwarves (Grimdark),1326447,https://www.patreon.com/Kyoushuneko_Miniatures,3.99,USD,2021-06-01T08:51:35+00:00,"40k, space, scifi, dwarf, squat, ancestor",https://dl2.myminifactory.com/object-assets/60b43486220ad/images/720X720-3.JPG,41,False,approved
171872,Kriznhev Kuzhak Command Group,https://www.myminifactory.com/object/3d-print-kriznhev-kuzhak-command-group-171872,Fantasy,Krishnev Army (9th Age / WP),1522986,https://www.patreon.com/Kyoushuneko_Miniatures,5.99,USD,2021-06-01T08:54:58+00:00,"fantasy, miniature, Kislev, Kossak",https://dl2.myminifactory.com/object-assets/60b3accfb7ed6/images/720X720-7.jpg,43,False,approved
171869,Krizhnev Kuzhak,https://www.myminifactory.com/object/3d-print-krizhnev-kuzhak-171869,Fantasy,Krishnev Army (9th Age / WP),1522986,https://www.patreon.com/Kyoushuneko_Miniatures,7.99,USD,2021-06-01T08:55:00+00:00,"guard, miniatures, wargaming, bowmen, Kislev, Kossak, Axemen",https://dl2.myminifactory.com/object-assets/60b3a63bc493a/images/720X720-8.jpg,64,False,approved
171574,Dwarf Miner Units,https://www.myminifactory.com/object/3d-print-dwarf-miner-units-171574,Fantasy,Dwarf Army (9th Age / WP),1092323,https://www.patreon.com/Kyoushuneko_Miniatures,9.99,USD,2021-05-28T09:50:34+00:00,"dragons, dungeons, miner, dwarf, tabletop, DnD, Sigmar",https://dl2.myminifactory.com/object-assets/60afa80173594/images/720X720-5.JPG,86,False,approved
